"","Year","quarter","mkt_fare","citymarketid_1","citymarketid_2","city1","city2","carairlineid","car","carpax","carpaxshare","caravgfare","fareinc_min","fareinc_minpaxsh","fareinc_max","fare_inc_maxpaxsh","fare_inc_x3paxsh","Geocoded_City1","Geocoded_City2","tbl5pk","lat1","lon1","lat2","lon2","distance"
"2500",2020,"3",105.02,31834,31504,"Fayetteville, AR","Valparaiso, FL",19805,"AA",720,0.1129,168.77,100,0.1667,350,0.0694,0.1111,"","","20203318343150419805AA",36.06266,-94.16058,30.50853,-86.50273,941.154885950143
"2501",2020,"3",182.85,31986,31650,"Grand Rapids, MI","Minneapolis/St. Paul, MN",19790,"DL",2690,0.4256,187.87,75,0.0706,275,0.0706,0.3346,"","","20203319863165019790DL",42.96336,-85.66809,44.93748,-93.201,641.012440157019
"2502",2020,"3",111.38,32211,30436,"Las Vegas, NV","Tucson, AZ",19393,"WN",4450,0.4734,111.93,75,0.3843,150,0.3416,0.0674,"","","20203322113043619393WN",36.17156,-115.1391,32.25398,-110.97418,579.502017076147
"2503",2020,"3",115.08,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,"WN",45250,0.338,113.69,75,0.2838,150,0.3359,0.0349,"","","20203322113245719393WN",36.17156,-115.1391,37.77493,-122.41942,670.215596407341
"2504",2020,"3",105.04,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19393,"WN",52370,0.3614,104.99,75,0.3869,150,0.2559,0.047,"","","20203322113257519393WN",36.17156,-115.1391,34.05223,-118.24368,367.519812989316
"2505",2020,"3",118.31,32211,33192,"Las Vegas, NV","Sacramento, CA",19393,"WN",16880,0.3909,125.86,75,0.2316,150,0.3371,0.0782,"","","20203322113319219393WN",36.17156,-115.1391,38.58157,-121.4944,621.615928766514
"2506",2020,"3",113.46,32211,33570,"Las Vegas, NV","San Diego, CA",19393,"WN",14200,0.3909,120.98,75,0.2366,150,0.3261,0.0521,"","","20203322113357019393WN",36.17156,-115.1391,32.71574,-117.16108,426.346124454117
"2507",2020,"3",222.92,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19790,"DL",2810,0.3772,241.21,125,0.0819,375,0.0783,0.1281,"","","20203323373165019790DL",39.7684,-86.15807,44.93748,-93.201,814.514168710895
"2508",2020,"3",190.41,32337,34100,"Indianapolis, IN","Philadelphia, PA",19805,"AA",3590,0.4066,191.97,75,0.0696,300,0.0585,0.3064,"","","20203323373410019805AA",39.7684,-86.15807,39.95258,-75.16522,937.282171409411
"2509",2020,"3",118.8,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",19805,"AA",9050,0.351,120.63,75,0.3083,175,0.0541,0.0884,"","","20203324673349519805AA",26.30139,-80.63269,29.95107,-90.07153,1009.50753085373
"2510",2020,"3",118.8,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",19393,"WN",3030,0.1175,119.4,75,0.1419,175,0.0891,0.0363,"","","20203324673349519393WN",26.30139,-80.63269,29.95107,-90.07153,1009.50753085373
"2511",2020,"3",111.92,32467,34492,"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",19805,"AA",8810,0.3702,103.7,75,0.4858,150,0.0783,0.0522,"","","20203324673449219805AA",26.30139,-80.63269,35.99403,-78.89862,1089.53540156187
"2512",2020,"3",118.13,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19393,"WN",85190,0.3253,118.29,75,0.2267,150,0.4429,0.0445,"","","20203325753245719393WN",34.05223,-118.24368,37.77493,-122.41942,558.746146328349
"2513",2020,"3",114.41,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",19393,"WN",57680,0.4505,113.27,75,0.2755,150,0.3147,0.061,"","","20203325753319219393WN",34.05223,-118.24368,38.58157,-121.4944,581.291786396126
"2514",2020,"3",208.06,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,"DL",3410,0.421,219.14,100,0.0616,275,0.0587,0.2023,"","","20203331053165019790DL",39.10312,-84.51202,44.93748,-93.201,965.840631274325
"2515",2020,"3",180.08,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",19790,"DL",4230,0.2329,208.75,100,0.1087,325,0.0757,0.1608,"","","20203331053170319790DL",39.10312,-84.51202,40.71278,-74.00597,912.600854313309
"2516",2020,"3",180.08,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",19977,"UA",4130,0.2274,155.72,75,0.0896,200,0.0993,0.1889,"","","20203331053170319977UA",39.10312,-84.51202,40.71278,-74.00597,912.600854313309
"2517",2020,"3",117.35,33192,33570,"Sacramento, CA","San Diego, CA",19393,"WN",27510,0.4716,117.26,75,0.3221,250,0.08,0.1116,"","","20203331923357019393WN",38.58157,-121.4944,32.71574,-117.16108,759.997619160175
"2518",2020,"3",110.82,33342,30693,"Milwaukee, WI","Nashville, TN",19393,"WN",4040,0.4307,110.11,75,0.2723,150,0.3391,0.0198,"","","20203333423069319393WN",43.0389,-87.90647,36.16266,-86.7816,770.111390298714
"2519",2020,"3",118.61,33495,31454,"New Orleans, LA","Orlando, FL",19393,"WN",5780,0.3328,120.66,75,0.1211,175,0.1159,0.045,"","","20203334953145419393WN",29.95107,-90.07153,28.53838,-81.37893,857.070013938884
"2520",2020,"3",112.94,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",19393,"WN",4330,0.3901,114.64,75,0.3349,150,0.321,0.0624,"","","20203334953319519393WN",29.95107,-90.07153,27.95058,-82.45718,772.833287925723
"2521",2020,"3",114.01,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",19393,"WN",45020,0.3496,112.02,75,0.2814,150,0.2879,0.0386,"","","20203335703245719393WN",32.71574,-117.16108,37.77493,-122.41942,737.113823935703
"2522",2020,"3",180.79,34057,34614,"Portland, OR","Salt Lake City, UT",19790,"DL",9290,0.2996,191.36,100,0.183,375,0.0592,0.1991,"","","20203340573461419790DL",45.51523,-122.67839,40.76078,-111.89105,1020.56463751852
"2523",2020,"2",117.88,30140,30466,"Albuquerque, NM","Phoenix, AZ",19393,"WN",2930,0.4711,115.35,75,0.1638,150,0.5324,0.0341,"(35.084248, -106.649241)","(30.406931, -87.217578)","20202301403046619393WN",35.08439,-106.65042,33.44838,-112.07404,530.112750360703
"2524",2020,"2",110.77,30140,32211,"Albuquerque, NM","Las Vegas, NV",19393,"WN",1940,0.463,114.28,75,0.2216,150,0.4897,0.0206,"(35.084248, -106.649241)","(36.169202, -115.140597)","20202301403221119393WN",35.08439,-106.65042,36.17156,-115.1391,775.893899196987
"2525",2020,"2",223.08,30194,31504,"Dallas/Fort Worth, TX","Valparaiso, FL",19805,"AA",2470,0.4815,214.83,100,0.1053,300,0.0526,0.2065,"(40.11086, -77.035636)","(41.478143, -87.055372)","20202301943150419805AA",32.70788,-96.92091,30.50853,-86.50273,1015.28001330542
"2526",2020,"2",210.58,30194,33256,"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",19805,"AA",1240,0.4863,209.59,75,0.121,300,0.1532,0.3871,"(40.11086, -77.035636)","(43.153621, -93.201042)","20202301943325619805AA",32.70788,-96.92091,26.2337,-98.17756,729.589248982387
"2527",2020,"2",119.57,30325,32211,"Denver, CO","Las Vegas, NV",19393,"WN",8710,0.3014,119.4,75,0.1515,150,0.3869,0.0299,"(39.738453, -104.984853)","(36.169202, -115.140597)","20202303253221119393WN",39.73924,-104.99025,36.17156,-115.1391,972.808844628003
"2528",2020,"2",118.62,30325,33316,"Denver, CO","Omaha, NE",19393,"WN",1930,0.2951,112.33,75,0.2591,150,0.2902,0.0363,"(39.738453, -104.984853)","(46.07035, -93.666319)","20202303253331619393WN",39.73924,-104.99025,41.25654,-95.9345,783.157974982915
"2529",2020,"2",118.62,30325,33316,"Denver, CO","Omaha, NE",19977,"UA",1000,0.1529,152.29,75,0.05,225,0.07,0.09,"(39.738453, -104.984853)","(46.07035, -93.666319)","20202303253331619977UA",39.73924,-104.99025,41.25654,-95.9345,783.157974982915
"2530",2020,"2",114.4,30397,31454,"Atlanta, GA (Metropolitan Area)","Orlando, FL",19393,"WN",4030,0.1687,97.55,75,0.3598,150,0.2953,0.0124,"(33.748547, -84.391502)","(28.538331, -81.378879)","20202303973145419393WN",33.84982,-84.43827,28.53838,-81.37893,657.858675156281
"2531",2020,"2",114.4,30397,31454,"Atlanta, GA (Metropolitan Area)","Orlando, FL",19790,"DL",6480,0.2712,135.21,75,0.1142,200,0.0509,0.0664,"(33.748547, -84.391502)","(28.538331, -81.378879)","20202303973145419790DL",33.84982,-84.43827,28.53838,-81.37893,657.858675156281
"2532",2020,"2",200,30397,31986,"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",19393,"WN",280,0.1029,145.18,100,0.25,175,0.4286,0.0357,"(33.748547, -84.391502)","(47.925705, -97.036068)","20202303973198619393WN",33.84982,-84.43827,42.96336,-85.66809,1018.30845415471
"2533",2020,"2",200,30397,31986,"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",19790,"DL",570,0.2096,249.58,75,0.0702,425,0.0526,0.5263,"(33.748547, -84.391502)","(47.925705, -97.036068)","20202303973198619790DL",33.84982,-84.43827,42.96336,-85.66809,1018.30845415471
"2534",2020,"2",221.22,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,"DL",1710,0.4233,235.59,75,0.0585,300,0.117,0.6199,"(33.748547, -84.391502)","(39.104427, -84.513808)","20202303973310519790DL",33.84982,-84.43827,39.10312,-84.51202,583.783820212605
"2535",2020,"2",114.91,30423,33495,"Austin, TX","New Orleans, LA",19393,"WN",1790,0.4543,116.28,75,0.2179,150,0.4693,0.0391,"(30.264979, -97.746598)","(29.950621, -90.074948)","20202304233349519393WN",30.26715,-97.74306,29.95107,-90.07153,738.134774737491
"2536",2020,"2",206.49,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19393,"WN",330,0.1048,162.59,100,0.1515,200,0.0606,0.0606,"(41.505546, -81.6915)","(44.977479, -93.264346)","20202306473165019393WN",41.49932,-81.69436,44.93748,-93.201,1005.91973726896
"2537",2020,"2",206.49,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19790,"DL",1000,0.3175,225.02,75,0.05,325,0.06,0.47,"(41.505546, -81.6915)","(44.977479, -93.264346)","20202306473165019790DL",41.49932,-81.69436,44.93748,-93.201,1005.91973726896
"2538",2020,"2",119.76,30693,31454,"Nashville, TN","Orlando, FL",19393,"WN",6320,0.4291,121.02,100,0.3924,150,0.3956,0.0174,"(36.166687, -86.779932)","(28.538331, -81.378879)","20202306933145419393WN",36.16266,-86.7816,28.53838,-81.37893,986.959794718756
"2539",2020,"2",110.57,30693,33495,"Nashville, TN","New Orleans, LA",19393,"WN",1440,0.385,102.3,75,0.3194,150,0.4306,0.0139,"(36.166687, -86.779932)","(29.950621, -90.074948)","20202306933349519393WN",36.16266,-86.7816,29.95107,-90.07153,755.039710853421
"2540",2020,"2",113.54,30693,33728,"Nashville, TN","Pensacola, FL",19393,"WN",1760,0.4875,109.46,75,0.3068,150,0.3807,0.0398,"(36.166687, -86.779932)","(30.406931, -87.217578)","20202306933372819393WN",36.16266,-86.7816,30.42131,-87.21691,639.25633188188
"2541",2020,"2",201.27,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",19790,"DL",2570,0.3516,214.71,100,0.0934,325,0.0817,0.1595,"(42.358894, -71.056742)","(42.332916, -83.047853)","20202307213129519790DL",42.36008,-71.05888,42.33143,-83.04575,983.647110832528
"2542",2020,"2",203.19,31057,30529,"Charlotte, NC","Hartford, CT",19805,"AA",2350,0.4644,205.06,75,0.0723,400,0.0511,0.3149,"(35.222936, -80.840161)","(41.765775, -72.673356)","20202310573052919805AA",35.22709,-80.84313,41.7658,-72.67337,1015.29192540872
"2543",2020,"2",227.27,31057,31123,"Charlotte, NC","St. Louis, MO",19805,"AA",1910,0.4569,230.33,75,0.1361,500,0.0524,0.3822,"(35.222936, -80.840161)","(38.630276, -90.200309)","20202310573112319805AA",35.22709,-80.84313,38.627,-90.1994,912.347479486982
"2544",2020,"2",209.01,31057,31454,"Charlotte, NC","Orlando, FL",19805,"AA",2390,0.4314,232.54,75,0.113,400,0.0586,0.4854,"(35.222936, -80.840161)","(28.538331, -81.378879)","20202310573145419805AA",35.22709,-80.84313,28.53838,-81.37893,744.962645606508
"2545",2020,"2",242.75,31057,31714,"Charlotte, NC","Fort Myers, FL",19805,"AA",1250,0.4167,243.04,75,0.104,400,0.104,0.496,"(35.222936, -80.840161)","(40.253979, -103.801495)","20202310573171419805AA",35.22709,-80.84313,26.64063,-81.87231,959.137323268913
"2546",2020,"2",201.02,31057,32337,"Charlotte, NC","Indianapolis, IN",19805,"AA",1570,0.4132,215.18,75,0.1338,300,0.1975,0.4331,"(35.222936, -80.840161)","(39.76845, -86.156212)","20202310573233719805AA",35.22709,-80.84313,39.7684,-86.15807,688.35242262843
"2547",2020,"2",202.72,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",19805,"AA",4530,0.3991,231.12,75,0.1236,400,0.1038,0.3996,"(35.222936, -80.840161)","(44.977479, -93.264346)","20202310573246719805AA",35.22709,-80.84313,26.30139,-80.63269,992.026450851563
"2548",2020,"2",235.79,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",19805,"AA",2410,0.4505,236.72,75,0.0788,400,0.1203,0.4481,"(35.222936, -80.840161)","(37.8606, -78.804199)","20202310573319519805AA",35.22709,-80.84313,27.95058,-82.45718,822.831940834973
"2549",2020,"2",220.8,31057,33244,"Charlotte, NC","Memphis, TN",19805,"AA",1610,0.4561,219.25,75,0.1118,400,0.0807,0.3789,"(35.222936, -80.840161)","(35.143378, -90.052136)","20202310573324419805AA",35.22709,-80.84313,35.14953,-90.04898,835.767140822544
"2550",2020,"2",218.25,31057,33495,"Charlotte, NC","New Orleans, LA",19805,"AA",1250,0.4562,235.75,75,0.08,400,0.096,0.408,"(35.222936, -80.840161)","(29.950621, -90.074948)","20202310573349519805AA",35.22709,-80.84313,29.95107,-90.07153,1043.34894262156
"2551",2020,"2",212.06,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19393,"WN",310,0.1062,155.11,100,0.1935,225,0.129,0.0323,"(39.962649, -82.996216)","(44.977479, -93.264346)","20202310663165019393WN",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"2552",2020,"2",212.06,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19790,"DL",610,0.2089,255.42,100,0.0984,400,0.2131,0.3607,"(39.962649, -82.996216)","(44.977479, -93.264346)","20202310663165019790DL",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"2553",2020,"2",114.41,31135,30198,"Myrtle Beach, SC","Pittsburgh, PA",19805,"AA",450,0.1312,181.42,100,0.1556,300,0.0889,0.0889,"(33.68785, -78.883852)","(40.442169, -79.994945)","20202311353019819805AA",33.68906,-78.88669,40.44062,-79.99589,756.632381198453
"2554",2020,"2",208.79,31140,30194,"Corpus Christi, TX","Dallas/Fort Worth, TX",19393,"WN",690,0.2029,130.31,75,0.0725,225,0.058,0.0725,"(27.796416, -97.404131)","(40.11086, -77.035636)","20202311403019419393WN",27.80058,-97.39638,32.70788,-96.92091,547.203300561924
"2555",2020,"2",208.79,31140,30194,"Corpus Christi, TX","Dallas/Fort Worth, TX",19805,"AA",860,0.2529,261.14,150,0.0698,450,0.0698,0.0465,"(27.796416, -97.404131)","(40.11086, -77.035636)","20202311403019419805AA",27.80058,-97.39638,32.70788,-96.92091,547.203300561924
"2556",2020,"2",218.87,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",19790,"DL",2030,0.3587,258.28,200,0.069,350,0.069,0.0099,"(42.332916, -83.047853)","(44.977479, -93.264346)","20202312953165019790DL",42.33143,-83.04575,44.93748,-93.201,865.815845904236
"2557",2020,"2",100.13,31454,34524,"Orlando, FL","Richmond, VA",19805,"AA",940,0.2227,88.14,75,0.617,175,0.0532,0.0319,"(28.538331, -81.378879)","(37.540759, -77.433932)","20202314543452419805AA",28.53838,-81.37893,37.54072,-77.43605,1065.33164574464
"2558",2020,"2",220.46,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19393,"WN",260,0.1004,157.28,100,0.1154,175,0.3846,0.0769,"(44.977479, -93.264346)","(40.442169, -79.994945)","20202316503019819393WN",44.93748,-93.201,40.44062,-79.99589,1186.80540693437
"2559",2020,"2",220.46,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19790,"DL",720,0.278,259.22,125,0.0694,425,0.0556,0.2083,"(44.977479, -93.264346)","(40.442169, -79.994945)","20202316503019819790DL",44.93748,-93.201,40.44062,-79.99589,1186.80540693437
"2560",2020,"2",202.75,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",19805,"AA",1090,0.1736,181.76,100,0.1835,250,0.0642,0.1284,"(40.123164, -75.333718)","(40.115007, -111.654713)","20202317033468519805AA",40.71278,-74.00597,32.0809,-81.0912,1148.67089348532
"2561",2020,"2",108.02,32211,30436,"Las Vegas, NV","Tucson, AZ",19393,"WN",1240,0.4397,109.55,75,0.2419,150,0.4516,0.0161,"(36.169202, -115.140597)","(35.167852, -103.726151)","20202322113043619393WN",36.17156,-115.1391,32.25398,-110.97418,579.502017076147
"2562",2020,"2",112.47,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,"WN",15240,0.3748,108.69,75,0.2572,150,0.3858,0.023,"(36.169202, -115.140597)","(37.78008, -122.420168)","20202322113245719393WN",36.17156,-115.1391,37.77493,-122.41942,670.215596407341
"2563",2020,"2",109.02,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19393,"WN",14510,0.379,107.94,75,0.3673,150,0.2729,0.0606,"(36.169202, -115.140597)","(34.052238, -118.243344)","20202322113257519393WN",36.17156,-115.1391,34.05223,-118.24368,367.519812989316
"2564",2020,"2",111.49,32211,33192,"Las Vegas, NV","Sacramento, CA",19393,"WN",6360,0.4138,115.89,75,0.2547,150,0.3664,0.0613,"(36.169202, -115.140597)","(38.582087, -121.50012)","20202322113319219393WN",36.17156,-115.1391,38.58157,-121.4944,621.615928766514
"2565",2020,"2",109.56,32211,33570,"Las Vegas, NV","San Diego, CA",19393,"WN",4770,0.4248,112.62,75,0.2537,150,0.2851,0.0335,"(36.169202, -115.140597)","(32.71576, -117.163817)","20202322113357019393WN",36.17156,-115.1391,32.71574,-117.16108,426.346124454117
"2566",2020,"2",211.55,32337,34100,"Indianapolis, IN","Philadelphia, PA",19805,"AA",1520,0.4393,218.72,75,0.0658,500,0.0658,0.3618,"(39.76845, -86.156212)","(39.951061, -75.16562)","20202323373410019805AA",39.7684,-86.15807,39.95258,-75.16522,937.282171409411
"2567",2020,"2",118.87,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19393,"WN",35740,0.3291,115.32,75,0.1609,150,0.458,0.0367,"(34.052238, -118.243344)","(37.78008, -122.420168)","20202325753245719393WN",34.05223,-118.24368,37.77493,-122.41942,558.746146328349
"2568",2020,"2",119.41,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",19393,"WN",25970,0.4662,118.49,75,0.1725,150,0.4933,0.0589,"(34.052238, -118.243344)","(38.582087, -121.50012)","20202325753319219393WN",34.05223,-118.24368,38.58157,-121.4944,581.291786396126
"2569",2020,"2",216.07,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19790,"DL",280,0.1061,298.41,100,0.0714,475,0.1429,0.4286,"(38.256078, -85.751569)","(40.123164, -75.333718)","20202330443170319790DL",38.25266,-85.75846,40.71278,-74.00597,1043.43815246109
"2570",2019,"1",274.7,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",19805,"AA",7960,0.4459,286.85,175,0.0528,400,0.0892,0.0352,"","","20191301943142319805AA",32.70788,-96.92091,41.58684,-93.62496,1028.68266392485
"2571",2019,"1",280.93,30194,31834,"Dallas/Fort Worth, TX","Fayetteville, AR",19805,"AA",9120,0.5011,291.87,200,0.0636,375,0.0735,0.0417,"","","20191301943183419805AA",32.70788,-96.92091,36.06266,-94.16058,450.548568107731
"2572",2019,"1",333.85,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,"DL",3220,0.103,318.56,200,0.1056,400,0.0652,0.059,"","","20191302553085219790DL",34.73037,-86.5861,39.12897,-77.37838,952.06826653703
"2573",2019,"1",333.85,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19805,"AA",10500,0.3358,330.17,150,0.0848,350,0.2648,0.1571,"","","20191302553085219805AA",34.73037,-86.5861,39.12897,-77.37838,952.06826653703
"2574",2019,"1",279.79,30257,30977,"Albany, NY","Chicago, IL",19393,"WN",2460,0.1411,245.07,200,0.2602,400,0.1098,0,"","","20191302573097719393WN",42.65258,-73.75623,41.87811,-87.6298,1142.81595425702
"2575",2019,"1",279.79,30257,30977,"Albany, NY","Chicago, IL",19805,"AA",2580,0.148,287.11,200,0.1473,400,0.1163,0.0194,"","","20191302573097719805AA",42.65258,-73.75623,41.87811,-87.6298,1142.81595425702
"2576",2019,"1",279.79,30257,30977,"Albany, NY","Chicago, IL",19977,"UA",3090,0.1773,283.42,200,0.0777,400,0.1327,0,"","","20191302573097719977UA",42.65258,-73.75623,41.87811,-87.6298,1142.81595425702
"2577",2019,"1",335.09,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",19790,"DL",2480,0.1007,354.54,125,0.0524,475,0.0726,0.3226,"","","20191303723257519790DL",39.1911,-106.81754,34.05223,-118.24368,1166.7984210984
"2578",2019,"1",335.09,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",19977,"UA",8250,0.3351,363.33,175,0.0594,475,0.0533,0.16,"","","20191303723257519977UA",39.1911,-106.81754,34.05223,-118.24368,1166.7984210984
"2579",2019,"1",265.35,30397,30994,"Atlanta, GA (Metropolitan Area)","Charleston, SC",19790,"DL",9480,0.4887,268.49,125,0.0506,400,0.1973,0.2669,"","","20191303973099419790DL",33.84982,-84.43827,32.77647,-79.93105,435.1620686711
"2580",2019,"1",264.97,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19790,"DL",11480,0.2729,275.47,175,0.1115,400,0.1063,0.0131,"","","20191303973105719790DL",33.84982,-84.43827,35.22709,-80.84313,362.893125160433
"2581",2019,"1",264.97,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19805,"AA",9380,0.223,257.39,125,0.0522,400,0.097,0.1386,"","","20191303973105719805AA",33.84982,-84.43827,35.22709,-80.84313,362.893125160433
